"","tempo","sesso","anno","zodiaco","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","cifre","ONUcifre","ONU","giorno","A1","A2","A3","A4","B1","B2","B3","B4","C1","C2","C3","C4","D1","D2","D3","D4","gruppo","auto","gandhi","gruppo1","gruppo2","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","corrette","anchor_gandhi","anchor_auto"
"481","2020/01/31 12:24:12 PM CET","Femmina","2001","Sagittario","C","60%","70 anni","7 anni","50%","A","Raddoppiata",2.5,"Più che raddoppiato","80%",52,"No",6,18,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",35000,"Meno di 114 anni",79,NA,NA,NA,NA,"C",35000,79,"Gandhi114","auto 20.000",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,4,"Gandhi114","auto 20.000"
"482","2020/01/31 12:34:54 PM CET","Femmina","2002","Ariete","A","60%","70 anni","5 anni","50%","C","Raddoppiata",2.5,"E' rimasto più o meno lo stesso","80%",51,"No",12,18,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",24,"Meno di 114 anni",78,NA,NA,NA,NA,"C",NA,78,"Gandhi114","auto 20.000",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,4,"Gandhi114","auto 20.000"
"483","2020/01/31 12:35:00 PM CET","Femmina","2002","Cancro","C","80%","70 anni","7 anni","50%","B","Dimezzata",2.5,"E' rimasto più o meno lo stesso","50%",21,"Si",12,14,NA,NA,NA,NA,"Meno di 100 000 euro",NA,"Più di 35 anni",42,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,42,"Gandhi35","auto 100.000",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,6,"Gandhi35","auto 100.000"
"484","2020/01/31 12:35:16 PM CET","Maschio","2002","Bilancia","B","60%","60 anni","3 anni","20%","A","Dimezzata",2.5,"Più che raddoppiato","80%",54,"Si",78,9,NA,NA,NA,NA,"Meno di 100 000 euro",25000,"Più di 35 anni",68,NA,NA,NA,NA,NA,NA,NA,NA,"B",25000,68,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,3,"Gandhi35","auto 100.000"
"485","2020/01/31 12:35:18 PM CET","Femmina","2002","Bilancia","C","60%","60 anni","7 anni","80%","C","Raddoppiata",2.5,"Più che raddoppiato","50%",50,"No",43,21,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",27,"Meno di 114 anni",63,NA,NA,NA,NA,"C",NA,63,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Gandhi114","auto 20.000"
"486","2020/01/31 12:35:20 PM CET","Maschio","2002","Scorpione","B","60%","60 anni","7 anni","80%","B","Dimezzata",2.5,"Più che raddoppiato","50%",36,"Si",45,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",27000,"Più di 35 anni",63,"D",27000,63,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5,"Gandhi35","auto 20.000"
"487","2020/01/31 12:35:22 PM CET","Maschio","2002","Capricorno","B","60%","60 anni","5 anni","80%","C","Dimezzata",2.5,"E' rimasto più o meno lo stesso","80%",19,"Si",60,9,NA,NA,NA,NA,"Meno di 100 000 euro",NA,"Meno di 35 anni",65,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,65,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,4,"Gandhi35","auto 100.000"
"488","2020/01/31 12:35:42 PM CET","Femmina","2002","Ariete","C","80%","70 anni","7 anni","20%","B","Rimasta la stessa",2.5,"E' rimasto più o meno lo stesso","50%",7,"No",3,21,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",35000,"Meno di 114 anni",100,NA,NA,NA,NA,"C",35000,100,"Gandhi114","auto 20.000",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,5,"Gandhi114","auto 20.000"
"489","2020/01/31 12:35:43 PM CET","Femmina","2002","Gemelli","C","60%","60 anni","7 anni","50%","C","Raddoppiata",2.5,"Più che raddoppiato","50%",88,"No",39,21,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25,"Meno di 114 anni",88,NA,NA,NA,NA,"C",NA,88,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi114","auto 20.000"
"490","2020/01/31 12:35:54 PM CET","Femmina","2003","Capricorno","B","80%","60 anni","5 anni","80%","C","Dimezzata",2.5,"Ridotto a meno della metà","50%",60,"No",10,12,NA,NA,NA,NA,"Più di 100 000 euro",1250000,"Più di 35 anni",50,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,50,"Gandhi35","auto 100.000",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,5,"Gandhi35","auto 100.000"
"491","2020/01/31 12:36:46 PM CET","Maschio","2003","Cancro","B","40%","60 anni","5 anni","20%","B","Raddoppiata",4.5,"E' rimasto più o meno lo stesso","50%",4,"Si",4,19,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",3e+05,"Meno di 114 anni",90,NA,NA,NA,NA,"C",NA,90,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi114","auto 20.000"
"492","2020/01/31 12:36:54 PM CET","Maschio","2003","Toro","C","60%","70 anni","7 anni","50%","C","Raddoppiata",2.5,"Ridotto a meno della metà","80%",86,"No",70,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25,"Più di 35 anni",55,"D",NA,55,"Gandhi35","auto 20.000",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,5,"Gandhi35","auto 20.000"
"493","2020/01/31 12:37:03 PM CET","Maschio","2003","Pesci","C","60%","50 anni","3 anni","20%","C","Raddoppiata",2.5,"Più che raddoppiato","80%",98,"No",70,12,NA,NA,NA,NA,"Meno di 100 000 euro",40000,"Più di 35 anni",87,NA,NA,NA,NA,NA,NA,NA,NA,"B",40000,87,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,"Gandhi35","auto 100.000"
"494","2020/01/31 12:37:12 PM CET","Maschio","2004","Capricorno","C","60%","60 anni","7 anni","80%","C","Rimasta la stessa",3.5,"Ridotto a meno della metà","50%",36,"No",7,18,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",30000,"Meno di 114 anni",96,NA,NA,NA,NA,"C",30000,96,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Gandhi114","auto 20.000"
"495","2020/01/31 12:37:30 PM CET","Maschio","2003","Toro","C","60%","50 anni","5 anni","80%","A","Dimezzata",2.5,"E' rimasto più o meno lo stesso","50%",0,"Si",30,9,NA,NA,NA,NA,"Meno di 100 000 euro",70000,"Più di 35 anni",60,NA,NA,NA,NA,NA,NA,NA,NA,"B",70000,60,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,3,"Gandhi35","auto 100.000"
"496","2020/01/31 12:37:31 PM CET","Maschio","2003","Ariete","C","60%","60 anni","7 anni","50%","C","Raddoppiata",2.5,"Ridotto a meno della metà","80%",86,"No",78,3,"Meno di 100 000 euro",45000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",45000,0,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,"Gandhi114","auto 100.000"
"497","2020/01/31 12:37:36 PM CET","Maschio","2000","Acquario","B","60%","70 anni","5 anni","50%","B","Raddoppiata",2.5,"Più che raddoppiato","80%",42,"Si",6,9,NA,NA,NA,NA,"Meno di 100 000 euro",40000,"Più di 35 anni",78,NA,NA,NA,NA,NA,NA,NA,NA,"B",40000,78,"Gandhi35","auto 100.000",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,4,"Gandhi35","auto 100.000"
"498","2020/01/31 12:37:38 PM CET","Maschio","2003","Sagittario","A","60%","60 anni","5 anni","50%","C","Raddoppiata",3.5,"Ridotto a meno della metà","50%",92,"No",25,6,"Meno di 100 000 euro",35000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,"A",35000,95,"Gandhi114","auto 100.000",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"Gandhi114","auto 100.000"
"499","2020/01/31 12:37:43 PM CET","Femmina","2002","Pesci","C","80%","70 anni","5 anni","80%","B","Dimezzata",2.5,"Ridotto a meno della metà","80%",27,"No",40,20,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",20000,"Meno di 114 anni",81,NA,NA,NA,NA,"C",20000,81,"Gandhi114","auto 20.000",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,"Gandhi114","auto 20.000"
"500","2020/01/31 12:37:46 PM CET","Maschio","2002","Scorpione","C","60%","60 anni","3 anni","50%","C","Rimasta la stessa",2.5,"Ridotto a meno della metà","50%",75,"No",40,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",35000,"Più di 35 anni",84,"D",35000,84,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,"Gandhi35","auto 20.000"
"501","2020/01/31 12:38:05 PM CET","Maschio","2004","Capricorno","C","60%","60 anni","7 anni","80%","C","Rimasta la stessa",3.5,"Ridotto a meno della metà","50%",36,"No",7,18,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",30000,"Meno di 114 anni",96,NA,NA,NA,NA,"C",30000,96,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Gandhi114","auto 20.000"
"502","2020/01/31 12:38:12 PM CET","Maschio","2004","Capricorno","C","60%","60 anni","7 anni","80%","C","Rimasta la stessa",3.5,"Ridotto a meno della metà","50%",36,"No",7,18,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",30000,"Meno di 114 anni",96,NA,NA,NA,NA,"C",30000,96,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Gandhi114","auto 20.000"
"503","2020/01/31 12:38:31 PM CET","Maschio","2003","Pesci","B","60%","60 anni","7 anni","50%","C","Raddoppiata",2.5,"Più che raddoppiato","50%",97,"No",50,10,NA,NA,NA,NA,"Meno di 100 000 euro",60000,"Più di 35 anni",81,NA,NA,NA,NA,NA,NA,NA,NA,"B",60000,81,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi35","auto 100.000"
"504","2020/01/31 12:38:55 PM CET","Maschio","2003","Toro","B","40%","60 anni","3 anni","20%","C","Raddoppiata",3.5,"Più che raddoppiato","20%",33,"Si",47,4,"Meno di 100 000 euro",35,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,"A",NA,85,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi114","auto 100.000"
"505","2020/01/31 12:41:23 PM CET","Maschio","2000","Gemelli","C","80%","70 anni","7 anni","80%","B","Raddoppiata",2.5,"Più che raddoppiato","80%",43,"No",23,5,"Più di 100 000 euro",1e+05,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,"A",1e+05,113,"Gandhi114","auto 100.000",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,7,"Gandhi114","auto 100.000"
"506","2020/01/31 12:41:47 PM CET","Maschio","2002","Capricorno","C","80%","60 anni","7 anni","20%","C","Rimasta la stessa",2.5,"Più che raddoppiato","80%",96,"Si",10,3,"Meno di 100 000 euro",50000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,"A",50000,78,"Gandhi114","auto 100.000",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,4,"Gandhi114","auto 100.000"
"507","2020/01/31 12:43:30 PM CET","Maschio","1991","Toro","B","40%","60 anni","3 anni","50%","A","Raddoppiata",3.5,"E' rimasto più o meno lo stesso","20%",59,"No",40,20,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25,"Meno di 114 anni",76,NA,NA,NA,NA,"C",NA,76,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi114","auto 20.000"
"508","2020/01/31 12:44:45 PM CET","Femmina","2002","Leone","C","40%","70 anni","7 anni","20%","A","Raddoppiata",2.5,"Più che raddoppiato","20%",47,"No",5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",10000,"Più di 35 anni",50,"D",10000,50,"Gandhi35","auto 20.000",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Gandhi35","auto 20.000"
"509","2020/01/31 12:45:11 PM CET","Femmina","2000","Sagittario","C","60%","60 anni","5 anni","50%","C","Raddoppiata",3.5,"Più che raddoppiato","80%",49,"No",23,6,"Meno di 100 000 euro",50000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"A",50000,90,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,"Gandhi114","auto 100.000"
"510","2020/01/31 12:45:54 PM CET","Maschio","2000","Scorpione","C","80%","70 anni","7 anni","50%","A","Dimezzata",2.5,"Più che raddoppiato","80%",79,"No",53,10,NA,NA,NA,NA,"Meno di 100 000 euro",60,"Più di 35 anni",62,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,62,"Gandhi35","auto 100.000",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,6,"Gandhi35","auto 100.000"
"511","2020/01/31 12:45:54 PM CET","Maschio","2000","Bilancia","A","80%","70 anni","5 anni","50%","A","Dimezzata",2.5,"Più che raddoppiato","80%",91,"No",50,8,NA,NA,NA,NA,"Meno di 100 000 euro",40000,"Più di 35 anni",62,NA,NA,NA,NA,NA,NA,NA,NA,"B",40000,62,"Gandhi35","auto 100.000",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,6,"Gandhi35","auto 100.000"
"512","2020/01/31 12:47:25 PM CET","Maschio","2003","Cancro","C","60%","70 anni","5 anni","50%","C","Raddoppiata",3.5,"E' rimasto più o meno lo stesso","50%",27,"Si",40,3,"Meno di 100 000 euro",40000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,"A",40000,101,"Gandhi114","auto 100.000",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi114","auto 100.000"
"513","2020/01/31 12:48:07 PM CET","Femmina","2003","Capricorno","C","60%","60 anni","5 anni","50%","B","Raddoppiata",2.5,"E' rimasto più o meno lo stesso","50%",98,"No",23,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Più di 35 anni",71,"D",25000,71,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi35","auto 20.000"
"514","2020/01/31 12:48:08 PM CET","Femmina","2003","Pesci","C","60%","60 anni","5 anni","50%","B","Raddoppiata",2.5,"E' rimasto più o meno lo stesso","50%",98,"No",20,7,"Meno di 100 000 euro",20,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,"A",NA,65,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi114","auto 100.000"
"515","2020/01/31 12:48:22 PM CET","Femmina","2003","Cancro","A","60%","60 anni","7 anni","50%","C","Rimasta la stessa",2.5,"E' rimasto più o meno lo stesso","50%",60,"No",40,15,NA,NA,NA,NA,"Meno di 100 000 euro",40,"Più di 35 anni",37,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,37,"Gandhi35","auto 100.000",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Gandhi35","auto 100.000"
"516","2020/01/31 12:48:27 PM CET","Femmina","2003","Gemelli","C","60%","60 anni","5 anni","80%","C","Rimasta la stessa",2.5,"Più che raddoppiato","50%",92,"No",44,16,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",40000,"Meno di 114 anni",98,NA,NA,NA,NA,"C",40000,98,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi114","auto 20.000"
"517","2020/01/31 12:49:00 PM CET","Maschio","2003","Bilancia","A","60%","60 anni","3 anni","20%","A","Rimasta la stessa",2.5,"Più che raddoppiato","50%",57,"No",30,19,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",35000,"Meno di 114 anni",65,NA,NA,NA,NA,"C",35000,65,"Gandhi114","auto 20.000",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi114","auto 20.000"
"518","2020/01/31 12:49:16 PM CET","Maschio","2003","Capricorno","C","60%","60 anni","7 anni","50%","B","Rimasta la stessa",3.5,"Ridotto a meno della metà","80%",23,"Si",50,10,NA,NA,NA,NA,"Meno di 100 000 euro",50000,"Più di 35 anni",85,NA,NA,NA,NA,NA,NA,NA,NA,"B",50000,85,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,4,"Gandhi35","auto 100.000"
"519","2020/01/31 12:50:29 PM CET","Femmina","2003","Gemelli","C","60%","60 anni","7 anni","80%","A","Rimasta la stessa",2.5,"Ridotto a meno della metà","80%",99,"No",50,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",30,"Più di 35 anni",74,"D",NA,74,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5,"Gandhi35","auto 20.000"
"520","2020/01/31 12:50:50 PM CET","Maschio","2003","Bilancia","C","60%","50 anni","5 anni","50%","B","Dimezzata",2.5,"Ridotto a meno della metà","50%",96,"No",30,19,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",30,"Meno di 114 anni",78,NA,NA,NA,NA,"C",NA,78,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,4,"Gandhi114","auto 20.000"
"521","2020/01/31 12:50:59 PM CET","Femmina","2003","Ariete","C","60%","50 anni","5 anni","50%","C","Rimasta la stessa",4.5,"Più che raddoppiato","80%",95,"No",50,13,NA,NA,NA,NA,"Meno di 100 000 euro",NA,"Più di 35 anni",78,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,78,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,"Gandhi35","auto 100.000"
"522","2020/01/31 12:51:01 PM CET","Maschio","2000","Sagittario","B","60%","50 anni","5 anni","80%","C","Raddoppiata",2.5,"Più che raddoppiato","50%",76,"No",60,11,NA,NA,NA,NA,"Meno di 100 000 euro",15000,"Più di 35 anni",90,NA,NA,NA,NA,NA,NA,NA,NA,"B",15000,90,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi35","auto 100.000"
"523","2020/01/31 12:51:11 PM CET","Femmina","2001","Sagittario","A","40%","50 anni","3 anni","20%","A","Rimasta la stessa",2.5,"Più che raddoppiato","80%",49,"Si",60,6,"Più di 100 000 euro",150000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"A",150000,70,"Gandhi114","auto 100.000",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3,"Gandhi114","auto 100.000"
"524","2020/01/31 12:51:34 PM CET","Femmina","2003","Sagittario","C","60%","60 anni","5 anni","50%","B","Rimasta la stessa",4.5,"Più che raddoppiato","80%",82,"No",40,16,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Meno di 114 anni",79,NA,NA,NA,NA,"C",25000,79,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,"Gandhi114","auto 20.000"
"525","2020/01/31 12:51:36 PM CET","Maschio","2003","Toro","C","80%","60 anni","3 anni","50%","C","Dimezzata",3.5,"E' rimasto più o meno lo stesso","50%",74,"No",65,9,NA,NA,NA,NA,"Meno di 100 000 euro",35000,"Più di 35 anni",84,NA,NA,NA,NA,NA,NA,NA,NA,"B",35000,84,"Gandhi35","auto 100.000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"Gandhi35","auto 100.000"
"526","2020/01/31 12:52:05 PM CET","Maschio","2001","Ariete","C","60%","60 anni","7 anni","50%","C","Raddoppiata",2.5,"Più che raddoppiato","50%",83,"No",15,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",40000,"Più di 35 anni",70,"D",40000,70,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi35","auto 20.000"
"527","2020/01/31 12:52:22 PM CET","Femmina","2001","Bilancia","A","60%","70 anni","5 anni","50%","C","Raddoppiata",3.5,"E' rimasto più o meno lo stesso","80%",44,"No",27,13,NA,NA,NA,NA,"Meno di 100 000 euro",20,"Più di 35 anni",90,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,90,"Gandhi35","auto 100.000",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,"Gandhi35","auto 100.000"
"528","2020/01/31 12:52:27 PM CET","Femmina","2001","Gemelli","C","60%","70 anni","7 anni","50%","C","Rimasta la stessa",2.5,"Più che raddoppiato","50%",69,"No",40,1,"Meno di 100 000 euro",40,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,"A",NA,79,"Gandhi114","auto 100.000",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Gandhi114","auto 100.000"
"529","2020/01/31 12:52:33 PM CET","Maschio","2001","Gemelli","A","60%","60 anni","3 anni","20%","C","Rimasta la stessa",2.5,"E' rimasto più o meno lo stesso","50%",7,"Si",34,4,"Più di 100 000 euro",120000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,"A",120000,78,"Gandhi114","auto 100.000",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi114","auto 100.000"
"530","2020/01/31 12:52:41 PM CET","Maschio","2001","Sagittario","B","40%","60 anni","3 anni","20%","C","Raddoppiata",3.5,"E' rimasto più o meno lo stesso","50%",29,"No",10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25,"Più di 35 anni",70,"D",NA,70,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi35","auto 20.000"
"531","2020/01/31 12:53:40 PM CET","Maschio","2001","Capricorno","B","60%","60 anni","5 anni","20%","A","Raddoppiata",2.5,"E' rimasto più o meno lo stesso","20%",86,"No",40,17,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",10000,"Meno di 114 anni",78,NA,NA,NA,NA,"C",10000,78,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Gandhi114","auto 20.000"
"532","2020/01/31 12:54:10 PM CET","Maschio","2000","Pesci","B","80%","70 anni","7 anni","50%","B","Rimasta la stessa",2.5,"Più che raddoppiato","80%",1,"Si",40,12,NA,NA,NA,NA,"Meno di 100 000 euro",40000,"Più di 35 anni",54,NA,NA,NA,NA,NA,NA,NA,NA,"B",40000,54,"Gandhi35","auto 100.000",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,6,"Gandhi35","auto 100.000"
"533","2020/01/31 12:54:21 PM CET","Femmina","2000","Scorpione","B","60%","60 anni","7 anni","80%","C","Rimasta la stessa",2.5,"Più che raddoppiato","50%",60,"No",40,14,NA,NA,NA,NA,"Meno di 100 000 euro",NA,"Più di 35 anni",75,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,75,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Gandhi35","auto 100.000"
"534","2020/01/31 12:55:15 PM CET","Maschio","2000","Gemelli","C","40%","70 anni","7 anni","80%","C","Raddoppiata",3.5,"Più che raddoppiato","80%",14,"No",23,5,"Meno di 100 000 euro",50000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,"A",50000,65,"Gandhi114","auto 100.000",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,"Gandhi114","auto 100.000"
"535","2020/01/31 12:55:24 PM CET","Maschio","2001","Capricorno","B","60%","60 anni","5 anni","20%","A","Raddoppiata",2.5,"E' rimasto più o meno lo stesso","20%",86,"No",40,17,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",10000,"Meno di 114 anni",78,NA,NA,NA,NA,"C",10000,78,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Gandhi114","auto 20.000"
